"certificate_number"@;@"inn"@;@"product_name"@;@"tnved_code"@;@"localization_rate"@;@"enkt_code"@;@"manufacture_power_yearly"@;@"unit_type_name"
"521050004409"@;@"301012062"@;@Металл каркасли юмшок уриндик (пуфик)@;@"9401710009"@;@52,84@;@"31.01.11.150-00009"@;@7 200@;@шт
"521050004408"@;@"301012062"@;@Концерт ва мажлис заллари учун уриндик@;@"9401710009"@;@42,34@;@"31.09.10.000-00012"@;@14 400@;@шт
"521050004407"@;@"301012062"@;@Металл каркасга махкамланган бешт уринли уриндик@;@"9401710009"@;@40,8@;@"31.09.11.190-00019"@;@5 000@;@шт
"511050033201"@;@"307120526"@;@Токарный резец  (державка)@;@"8207801900"@;@46@;@"25.73.40.272-00003"@;@6 240@;@шт
"521050004406"@;@"301012062"@;@Метал синчга урнатилган ёгоч курси@;@"9401710009"@;@49,96@;@"31.09.13.130-00003"@;@3 000@;@шт
"521050004405"@;@"301012062"@;@Металл каркасга махкамланган турт уринли уриндик@;@"9401710009"@;@42,16@;@"31.09.11.190-00014"@;@5 000@;@шт
"521050004404"@;@"301012062"@;@Металл каркасга махкамланган уч уринли уриндик@;@"9401710009"@;@43,17@;@"31.09.11.190-00011"@;@5 000@;@шт
"532050015768"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"503050034101"@;@"303477725"@;@"""Пергидрол 60% (Перекись водорода 60%)"" дезинфекция воситаси"@;@"3808948000"@;@39@;@"20.20.14.000-00002"@;@8 000@;@кг
"521050004403"@;@"301012062"@;@Медицина стули (металл каркасли )@;@"9401710009"@;@48,57@;@"31.01.11.150-00001"@;@14 400@;@шт
"521050004402"@;@"301012062"@;@Куп уринли стуллар секцияси (металл каркасли)@;@"9401710009"@;@42,76@;@"31.01.11.150-00003"@;@5 000@;@шт
"503050034001"@;@"303477725"@;@Гипохлорит кальция гранула, 45 кг, дезинфекция воситаси@;@"3808943000"@;@21@;@"20.20.14.000-00002"@;@500@;@упак.
"536050015202"@;@"308400864"@;@Кепка@;@"6505003000"@;@80,81@;@"14.19.42.141-00001"@;@72 000@;@шт
"539050171301"@;@"200662944"@;@труба полимерная капельного орошения@;@"3917390008"@;@100@;@"22.21.29.110-00005"@;@5 000 000@;@метр
"512050023301"@;@"311617166"@;@Йўл белгиси (Знак дорожный)@;@"8310000000"@;@11@;@"25.99.29.190-00001"@;@15 000@;@штук
"507050029001"@;@"300267750"@;@Блокнот хар хил турдаги@;@"4820103000"@;@74,25@;@"17.23.13.191-00001"@;@100 000@;@штук
"513050042201"@;@"306275365"@;@Антиколорад Макс@;@"3808918000"@;@30@;@"20.20.11.000-00002"@;@40 000@;@литр
"510050056104"@;@"207154368"@;@Натрий хлорид - 500 мл инфузия учун 0,9% изотоник эритма@;@"3004900002"@;@68,7@;@"20.13.25.113-00001"@;@1 200 000@;@флакон
"534050003502"@;@"305640387"@;@Тор ўлчамли рельсларни махкамлаш учун болтлар@;@"7318152000"@;@55,97@;@"25.94.11.152-00001"@;@20 000@;@кг
"510050056103"@;@"207154368"@;@Натрий хлорид - раствор изотонический 0,9% для инфузий 400 мл@;@"3004900002"@;@61,1@;@"20.13.25.113-00001"@;@2 160 000@;@флакон
"510050056102"@;@"207154368"@;@Натрий хлорид - 200 мл инфузия учун 0,9% изотоник эритма@;@"3004900002"@;@60,8@;@"20.13.25.113-00001"@;@4 800 000@;@флакон
"510050056101"@;@"207154368"@;@Натрий хлорид - 100 мл инфузия учун 0,9% изотоник эритма@;@"3004900002"@;@60,8@;@"20.13.25.113-00001"@;@6 000 000@;@флакон
"539050161406"@;@"207035619"@;@Входной поручень для пассажирского вагона@;@"8607998000"@;@30,3@;@"24.33.12.000-00003"@;@2 000@;@штук
"539050161405"@;@"207035619"@;@Металлическая дверь для инвалидных вагонов@;@"8607998000"@;@16,3@;@"25.99.29.190-00056"@;@200@;@штук
"539050161404"@;@"207035619"@;@Дверь металлическая торцевая@;@"8607998000"@;@14,2@;@"25.99.29.190-00056"@;@1 000@;@штук
"539050161403"@;@"207035619"@;@Дверь металлическая боковая@;@"8607998000"@;@13,5@;@"25.99.29.190-00056"@;@1 000@;@штук
"539050161402"@;@"207035619"@;@Откидная площадка пассажирского вагона@;@"8607998000"@;@33,5@;@"30.20.40.141-00003"@;@1 000@;@штук
"539050161401"@;@"207035619"@;@Входная складывающаяся подножка вагона@;@"8607998000"@;@30,6@;@"30.20.40.141-00003"@;@1 000@;@штук
"534050003501"@;@"305640387"@;@Тор ўлчамли рельсларни махкамлаш учун болтлар@;@"7318152000"@;@55,97@;@"25.94.11.152-00001"@;@20 000@;@кг
"521050004401"@;@"301012062"@;@Металл каркасли стул (ярим юмшок)@;@"9401710009"@;@49,92@;@"31.01.11.150-00001"@;@32 400@;@шт
"504050073805"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@64,2@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"510050056801"@;@"304477771"@;@Қуруқ сигир сути@;@"0402101900"@;@100@;@"10.51.20.000-00001"@;@219 600@;@кг
"539050148401"@;@"309982552"@;@Футболка ва шортик@;@"6112120000"@;@60@;@"14.19.12.000-00001"@;@50 000@;@шт
"539050148401"@;@"309982552"@;@Футболка ва шортик@;@"6112120000"@;@60@;@"14.19.12.000-00001"@;@50 000@;@шт
"539050148401"@;@"309982552"@;@Футболка ва шортик@;@"6112120000"@;@60@;@"14.19.12.000-00001"@;@50 000@;@шт
"539050148401"@;@"309982552"@;@Футболка ва шортик@;@"6112120000"@;@60@;@"14.19.12.000-00001"@;@50 000@;@шт
"513050039101"@;@"305735814"@;@Сув буғи ва кўмир кукуни (катализатор) асосида олинадиган водород бирикмасида ишловчи “ГИБРИД ТЎҒРИ ОҚИМЛИ ГОРЕЛКА”@;@"8416208000"@;@27,3@;@"28.21.11.113-00001"@;@36@;@шт
"504050073811"@;@"200051485"@;@Эмуссион портловчи моддаси (Эмуционное взрывчатое вещество)@;@"3602000000"@;@53,19@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"504050073810"@;@"200051485"@;@Эмуссион портловчи моддаси (Эмуционное взрывчатое вещество)@;@"3602000000"@;@66,61@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"539050168501"@;@"310630517"@;@Скамейка@;@"9401800009"@;@50@;@"23.70.11.110-00010"@;@1 000@;@шт.
"504050073809"@;@"200051485"@;@Эмуссион портловчи моддаси (Эмуционное взрывчатое вещество)@;@"3602000000"@;@88,04@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"504050073808"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@36,6@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"504050073807"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@42,8@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"504050073806"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@51,4@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"510050054808"@;@"207154368"@;@ГЛЮКОЗА- инфузия учун эритма 5% 200мл@;@"3004900002"@;@56,8@;@"21.10.40.110-00001"@;@600 000@;@флакон
"504050073804"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@84,5@;@"20.51.11.000-00001"@;@4 320 000@;@кг
"510050054807"@;@"207154368"@;@ГЛЮКОЗА- инфузия учун эритма 5% 500 мл@;@"3004900002"@;@53,8@;@"21.10.40.110-00001"@;@600 000@;@флакон
"536050009919"@;@"306353782"@;@Телефон учун тумба@;@"9403301900"@;@80,49@;@"31.01.12.150-00004"@;@1 000@;@шт
"504050073803"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@77,7@;@"20.51.11.000-00001"@;@288 000@;@кг
"510050054806"@;@"207154368"@;@ГЛЮКОЗА- инфузия учун эритма 5% 250 мл@;@"3004900002"@;@56,8@;@"21.10.40.110-00001"@;@600 000@;@флакон
"510050055704"@;@"306264442"@;@Бургилаш коронкаси@;@"8207130000"@;@60,71@;@"25.73.60.120-00008"@;@3 000@;@шт
"510050054805"@;@"207154368"@;@ГЛЮКОЗА - инфузия учун 5% ли эритма 100 мл@;@"3004900002"@;@58,7@;@"21.10.40.110-00001"@;@600 000@;@флакон
"504050073801"@;@"200051485"@;@Портловчи моддаси (Взрывчатое вещество)@;@"3602000000"@;@96@;@"20.51.11.000-00001"@;@288 000@;@кг
"510050055703"@;@"306264442"@;@Бургилаш коронкаси@;@"8207130000"@;@82,25@;@"25.73.60.120-00008"@;@2 520@;@шт
"510050054804"@;@"207154368"@;@ГЛЮКОЗА-инфузия учун эритма 10% 250мл@;@"3004900002"@;@54,7@;@"21.10.40.110-00001"@;@600 000@;@флакон
"510050055702"@;@"306264442"@;@Бургилаш коронкаси@;@"8207130000"@;@35,89@;@"25.73.60.120-00008"@;@50 000@;@шт
"510050054803"@;@"207154368"@;@ГЛЮКОЗА-Инфузия учун эритма 10% 100мл@;@"3004900002"@;@57,5@;@"21.10.40.110-00001"@;@600 000@;@флакон
"510050054802"@;@"207154368"@;@Глюкоза - инфузия учун 5% ли эритма 400 мл (флаконлар)@;@"3004900002"@;@57,1@;@"21.10.40.110-00001"@;@600 000@;@флакон
"510050054801"@;@"207154368"@;@Глюкоза - инфузия учун 10% ли эритма 500 мл (флаконлар)@;@"3004900002"@;@58,7@;@"21.10.40.110-00001"@;@600 000@;@флакон
"536050009917"@;@"306353782"@;@Кўтарилган саҳна@;@"9403301900"@;@53,77@;@"31.09.13.190-00002"@;@1 000@;@шт
"510050055701"@;@"306264442"@;@Бургилаш коронкаси@;@"8207130000"@;@42,17@;@"25.73.60.120-00008"@;@50 000@;@шт
"511050033101"@;@"310311991"@;@Метал сейф@;@"8303009000"@;@27@;@"25.99.21.110-00001"@;@1 872@;@шт
"536050009916"@;@"306353782"@;@Ўқувчи столи@;@"9403301900"@;@56,16@;@"31.01.12.122-00003"@;@1 000@;@шт
"539050165601"@;@"204601422"@;@Запорно-пломбировочное устройство (ЗПУ)@;@"8309909000"@;@31,1@;@"25.72.12.132-00001"@;@324 000@;@шт.
"513050042304"@;@"309645789"@;@Табий пахтадан йигирилган иплардан зиғир билан аралаштирилган матоларидан тайёрланган бошқа ётоқхона чойшаблари@;@"6302310001"@;@13@;@"13.92.12.194-00001"@;@10 000@;@набор
"539050165110"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@32,7@;@"28.22.11.111-00001"@;@500@;@шт
"539050165109"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@35,39@;@"28.22.11.111-00001"@;@500@;@шт
"539050145001"@;@"205101933"@;@Календарь@;@"4910000000"@;@30@;@"58.19.13.120-00001"@;@6 300@;@штук
"539050165108"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@33,21@;@"28.22.11.111-00001"@;@500@;@шт
"539050152103"@;@"200811551"@;@Фиксанал Соляная кислота@;@"2806100000"@;@75@;@"20.59.52.191-00001"@;@12 000@;@пач
"539050165107"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@34,63@;@"28.22.11.111-00001"@;@500@;@шт
"539050165106"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@36,47@;@"28.22.11.111-00001"@;@500@;@шт
"539050165704"@;@"201631704"@;@Индикаторная пломба@;@"8309909000"@;@31,3@;@"22.29.29.120-00004"@;@360 000@;@шт.
"539050165105"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@37,25@;@"28.22.11.111-00001"@;@500@;@шт
"539050165703"@;@"201631704"@;@Индикаторная пломба (ПИ) ELDA L@;@"8309909000"@;@31,2@;@"22.29.29.120-00004"@;@360 000@;@шт.
"539050165702"@;@"201631704"@;@Индикаторная пломба@;@"8309909000"@;@31,1@;@"25.72.12.132-00001"@;@360 000@;@шт.
"539050165104"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@37,25@;@"28.22.11.111-00001"@;@500@;@шт
"539050165701"@;@"201631704"@;@Контрольное запорно-пломбировочное устройство@;@"8309909000"@;@31@;@"25.72.12.132-00001"@;@480 000@;@шт.
"529050027901"@;@"305623312"@;@Полипропилен қоп@;@"6305331001"@;@93,1@;@"22.22.11.000-00004"@;@5 000 000@;@шт
"532050015770"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"539050165103"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@38,35@;@"28.22.11.111-00001"@;@500@;@шт
"539050155602"@;@"200811551"@;@Смесь Эшка@;@"2519901000"@;@65@;@"20.59.59.900-00036"@;@1 500@;@т
"539050165102"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@36,58@;@"28.22.11.111-00001"@;@500@;@шт
"539050155601"@;@"200811551"@;@Магний окись (магнезия жженная)@;@"2519901000"@;@54@;@"08.99.29.140-00001"@;@1 500@;@т
"539050165101"@;@"302681014"@;@Таль ручная@;@"8425190009"@;@37@;@"28.22.11.111-00001"@;@500@;@шт
"539050154202"@;@"200811551"@;@Йод@;@"2801200000"@;@67@;@"20.59.52.191-00001"@;@12 000@;@пач
"539050154201"@;@"200811551"@;@Йод кристалический@;@"2801200000"@;@31@;@"20.13.21.120-00003"@;@12@;@т
"539050153303"@;@"302936050"@;@Аммоний уксуснокислый@;@"2915290000"@;@60@;@"20.15.20.110-00002"@;@1 500@;@т
"539050153302"@;@"302936050"@;@Натрий уксуснокислый@;@"2915290000"@;@62@;@"20.59.52.194-00015"@;@1 500@;@т
"532050015769"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"539050153301"@;@"302936050"@;@Натрий уксуснокислый@;@"2915290000"@;@62@;@"20.59.52.194-00015"@;@1 500@;@т
"539050153401"@;@"302936050"@;@Щавелевая кислота@;@"2917110000"@;@63@;@"20.14.33.411-00001"@;@1 500@;@т
"539050158101"@;@"301459068"@;@Водоэмульсия@;@"3209100009"@;@85,45@;@"20.30.11.120-00002"@;@3 050@;@т
"539050153802"@;@"200811551"@;@Натрий хлористый@;@"2501009900"@;@75@;@"20.59.52.191-00001"@;@12 000@;@пач
"539050153801"@;@"200811551"@;@Натрий хлористый@;@"2501009900"@;@97@;@"20.59.52.194-00017"@;@1 500@;@т
"539050170603"@;@"300504946"@;@АММАРИЛИН таблетка 3 мг №30@;@"3004900002"@;@93,6@;@"21.20.28.160-00010"@;@8 751 828@;@упак.
"539050170602"@;@"300504946"@;@АММАРИЛИН таблетка 2 мг №30@;@"3004900002"@;@92,63@;@"21.20.28.160-00010"@;@10 192 444@;@упак.
"539050152104"@;@"200811551"@;@Соляная кислота@;@"2806100000"@;@100@;@"20.13.24.112-00001"@;@1 500@;@т
"539050152102"@;@"200811551"@;@Соляная кислота@;@"2806100000"@;@100@;@"20.13.24.112-00001"@;@1 500@;@т
"539050152101"@;@"200811551"@;@Соляная кислота@;@"2806100000"@;@100@;@"20.13.24.112-00001"@;@1 500@;@т
"532050015782"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015781"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015780"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015779"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015778"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015777"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015776"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015775"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015774"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015773"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015772"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015771"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050011805"@;@"200663071"@;@Муфта в сборе@;@"8483608009"@;@88,6@;@"24.10.23.190-00001"@;@384@;@шт
"532050015767"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015766"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015765"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015764"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015763"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015762"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"532050015761"@;@"200663071"@;@Вал для насоса@;@"8413910008"@;@47,24@;@"28.13.31.120-00001"@;@384@;@шт.
"539050152005"@;@"200811551"@;@Серная кислота@;@"2807000001"@;@100@;@"20.13.24.122-00002"@;@1 500@;@т
"539050152004"@;@"200811551"@;@Серная кислота@;@"2807000001"@;@75@;@"20.59.52.191-00001"@;@12 000@;@пач
"539050152003"@;@"200811551"@;@Серная кислота@;@"2807000001"@;@100@;@"20.13.24.122-00002"@;@1 500@;@т
"539050152002"@;@"200811551"@;@Серная кислота@;@"2807000001"@;@100@;@"20.13.24.122-00001"@;@1 500@;@т
"539050152001"@;@"200811551"@;@Серная кислота@;@"2807000001"@;@100@;@"20.13.24.122-00002"@;@1 500@;@т
"539050146504"@;@"200811551"@;@Азотная кислота@;@"2808000000"@;@100@;@"20.15.10.110-00001"@;@1 500@;@т
"539050146503"@;@"200811551"@;@Азотная кислота@;@"2808000000"@;@100@;@"20.15.10.110-00001"@;@1 500@;@т
"539050146502"@;@"200811551"@;@Азотная кислота@;@"2808000000"@;@75@;@"20.59.52.191-00001"@;@12 000@;@пачк.
"539050146501"@;@"200811551"@;@Азотная кислота@;@"2808000000"@;@100@;@"20.15.10.110-00001"@;@1 500@;@т
"539050153601"@;@"302936050"@;@Тиомочевина (тиокарбамид)@;@"2930909500"@;@78@;@"20.59.52.194-00030"@;@1 500@;@т
"539050161202"@;@"302936050"@;@Кислотный хром темно синий@;@"3204190000"@;@92@;@"20.59.52.194-00037"@;@1,2@;@т
"539050161201"@;@"302936050"@;@Эриохром черный@;@"3204190000"@;@91@;@"20.59.52.192-00007"@;@1,2@;@т
"539050153501"@;@"302936050"@;@Метиловый оранжевый@;@"2927000000"@;@85@;@"20.59.52.192-00004"@;@1 500@;@т
"534050003897"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003896"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003895"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003894"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003893"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003892"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003891"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003890"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
"534050003889"@;@"301938570"@;@Енгил автомобиль учун пневматик шина@;@"4011100003"@;@28,99@;@"22.11.11.000-00001"@;@3 000 000@;@шт.
